artist,song,lyrics,bert_nega,bert_posi,bert_score,nltk_neg,nltk_neu,nltk_pos,nltk_score
Chris Stapleton,Tennessee Whiskey,"Watch it, girl Don't ever tell me lies I said watch it, baby You and I been running out of time What you may never know is more than you will see And I can part the ocean, come and see it, mm-mm If I told you all of my secrets, baby girl, would you look in my eyes and feel deceived? Well, I can't let you leave, I told you far too much, now you gotta stick with me, mm-mm  Run out, running out of time Run out, running out of time with me  ",12,3,-0.3678866386413574,0,14,1,-0.036699999999999997
Lil Yachty,pRETTy,"We're gonna skate to one song and one song only (Ball so hard, motherfuckers wanna fine me)  So I ball so hard, motherfuckers wanna fine me But first niggas gotta find me What's fifty grand to a motherfucker like me? Can you please remind me? Ball so hard, this shit crazy Y'all don't know that don't shit faze me The Nets could go 0 for 82 And I look at you like this shit gravy  Ball so hard, this shit weird We ain't even 'posed to be here Ball so hard, but since we here It's only right that we'd be fair Psycho, I'm liable To go Michael, take your pick Jackson, Tyson, Jordan, Game 6  Ball so hard, got a broke clock Rollies that don't tick-tock Audemars that's losing time Hidden behind all these big rocks B-Ball so hard, I'm shocked too I'm supposed to be locked up too You escaped what I escaped You'd be in Paris getting fucked up too  B-Ball so hard, let's get faded Le Meurice for like six days Gold bottles, scold models Spillin' Ace on my sick J's B-Ball so hard, bitch, behave Just might let you meet 'Ye Chi-Towns, D. Rose I'm moving the Nets, BK  ",40,17,-0.2469305532020435,7,47,3,-0.08811228070175438
Mac Miller,The Spins,"Yeah, woah, woah, woah  I had to cut some niggas off, they didn't mean me no good I come from the ghetto, so my trunk is in my hood She wouldn't wear no panties 'round me even if she could Gave out plenty spankings 'til they got it understood Fuck the nosebleeds, baby, come sit on this wood If you know it's tension, don't come 'round me like it's good I got street smarts and you can't get this out no book I can't right my wrongs, but I can still write these hooks  Oh, time to get exposed You ain't been from 'round here, nigga, come get off your show Savage said you pussy and he hit it on the nose But that board is opеn, why you actin' like it's closed? I don't know Y'all be goin' in and out rеcessions The same way that I be goin' in and out of Texas Or in and out my sessions, or in and out her best friends Or in and out these courtrooms, my lawyer like, ""Objection""  Yeah, woah, woah All my bitches Spanish, boricua Water on my neck, these diamonds came with coral reefer She from overseas, I had to buy her a new visa Met your wife in Vegas, but I hit her in Ibiza She a supermodel, so she only eatin' Caesar Used to date a rapper, but he acted like a diva Niggas hustlin' backwards, out here ballin' with the re-up  Popped an Adderall, I feel like I can lift a tree up Seen too many cameras, so I never lift my ski up (yeah) ",29,13,-0.23638877130690075,1,39,2,0.047280952380952375
Baby Keem,ORANGE SODA,"Now you suck We wanna talk about sex but we're not allowed Well, you may not like it but you better learn how 'cause it's your turn now You're wasting your tongue with lame excuses and lies  So how should I begin this? I guess it started when you were with him And how he never even took you out to dance But did he fuck with any rhythm?  But now he's playing with your head But did he ever make you cum? Did he ever make you cry? Do the wires in your mind get sewn together  Rubbed and severed by the heat You don't know how long I could stare into your picture And wish that it was me I guess it's different 'cause you love him But I've got an interactive Sick and twisted imagination And that's gotta count for something ",14,8,-0.16140928051688455,3,19,0,-0.06205
Ice Spice,In Ha Mood,"When you do your best you ca-, I done told you When you do your best, hell, that's all you can do You and me and anybody else So they always start talkin'  I'm runnin' away from where I'm from Never can stay with no one Lovin' you almost feels like somethin' When no one's around me You lost and found me I was surrounded  With open, open, open, open arms (ooh) Open arms, you give me open I'm so devoted You keep me open (ooh), open arms I'm so devoted to you, to you, to you  Spent your life bein' hopeless ",16,2,-0.4454133179452684,0,17,1,0.02117777777777778
Lil Yachty,running out of time,"Money Oh  Love is just a history that they may prove And when you're gone I'll tell them my religion's you When Punktious comes to kill the king upon his throne I'm ready for their stones  I'll dance, dance, dance With my hands, hands, hands Above my head, head, head Like Jesus said I'm gonna dance, dance, dance With my hands, hands, hands above my head Hands together, forgive him before he's dead, because  I won't cry for you I won't crucify the things you do I won't cry for you See, when you're gone, I'll still be Bloody Mary  Love  We are not just art for Michelangelo to carve ",18,8,-0.24754195717664865,1,23,2,0.04291923076923078
"JAY-Z, Kanye West",Ni**as In Paris,"I love you Turn my headphone down a little bit, yeah For so many reasons Yeah, yeah, yeah, yeah, yeah, yeah (I do) Yeah, yeah yeah yeah Yeah, yeah, ah, ah, whoa, whoa, whoa, yeah  How much money you got? (Straight up) How much money you got? (Straight up) How much money you got? (Straight up) How much money you got? (A lot)  How much money you got? (A lot) How many problems you got? (A lot) How many people done doubted you? (A lot) Left you out to rot? (A lot) How many pray that you flop? (A lot) How many lawyers you got? (A lot) How many times you got shot? (A lot) How many niggas you shot? (A lot) How many times did you ride? (A lot) How many niggas done died? (A lot) How many times did you cheat? (A lot) How many times did you lie? (A lot) How many times did she leave? (A lot) How many times did she cry? (A lot) How many chances she done gave you Fuckin' around with these thots? (A lot)  Every day that I'm alive, I'ma ride with the stick I'd rather be broke in jail than be dead and rich Told my brothers take my breath if I turn to a snitch But I'm 21 4L, ain't no way I'ma switch  Break it on down, I break it on down I break it on down, I break it on down I break it down, I break it down I break it down, I break it down  Penitentiary chances just to make a couple bucks My heart so cold I could put it in my cup Gang vs. the world, me and my dawg, it was us Then you went and wrote a statement And that really fucked me up My brother lost his life and it turned me to a beast My brother got life and it turned me to the streets I been through the storm and it turned me to a G But the other side was sunny, I get paid to rap on beats ",40,36,-0.05131627854548002,1,66,9,0.015419736842105269
"Drake, 21 Savage",On BS,While she's been away Living day-to-day has been tough  I found her at my side Simply being alive has been rough  Know she won't be gone forever There are many times I find it feels that way  And I'm not trying to forget her ,4,5,0.05760347843170166,0,9,0,0.04703333333333334
TV Girl,Not Allowed,"Nobody pray for me It been that day for me Way (yeah, yeah!)  Ayy, I remember syrup sandwiches and crime allowances Finesse a nigga with some counterfeits, but now I'm countin' this Parmesan where my accountant lives; in fact, I'm downin' this D'USSÉ with my boo bae tastes like Kool-Aid for the analysts  Girl, I can buy yo' ass the world with my paystub Ooh, that pussy good, won't you sit it on my taste buds? I get way too petty once you let me do the extras Pull up on your block, then break it down, we playin' Tetris  A.m. to the p.m., p.m. to the a.m., funk Piss out your per diem, you just gotta hate 'em, funk If I quit your BM, I still ride Mercedes, funk If I quit this season, I still be the greatest, funk  My left stroke just went viral Right stroke put lil' baby in a spiral Soprano C, we like to keep it on a high note It's levels to it, you and I know  Bitch, be humble (hol' up, bitch) Sit down (hol' up, lil', hol' up, lil' bitch) Be humble (hol' up, bitch) Sit down (hol' up, sit down, lil', sit down, lil' bitch) ",31,11,-0.28808513283729553,0,38,4,-0.02252142857142857
"SZA, Travis Scott",Open Arms (feat. Travis Scott),"Everyone seems a damn genius lately Tik-Tok talking, late-night TV Still so much I have yet to know We get dressed up just to go downtown In some ego-filled late night crowd It seems to be where I feel most alone  I'd like to get lost on some old back road Find a shade tree and a honey hole And talk to my grandpa again And I see God in everything The trees and pain and nights in the spring So why do I still long for a home?  I'd like to lay in a field on a cozy blanket And feel the fear of never wakin' To know the true warmth of thе sun I'd like to love my lady long and hard And lay down lines of laymеn guitar Never leave her loving arms again  My exes hate me and my friends all miss me ",23,4,-0.4089604792771516,1,22,4,-0.012899999999999997
Lady Gaga,Bloody Mary,"You good, T-Minus?  Niggas been countin' me out I'm countin' my bullets, I'm loadin' my clips I'm writin' down names, I'm makin' a list I'm checkin' it twice and I'm gettin' 'em hit The real ones been dyin', the fake ones is lit The game is off balance, I'm back on my shit The Bentley is dirty, my sneakers is dirty But that's how I like it, you all on my dick  I'm all in my bag, this hard as it get I do not snort powder, I might take a sip I might hit the blunt, but I'm liable to trip I ain't poppin' no pill, but you do as you wish I roll with some fiends, I love 'em to death I got a few mil' but not all of them rich What good is the bread if my niggas is broke? What good is first class if my niggas can't sit?  That's my next mission, that's why I can't quit Just like LeBron, get my niggas more chips Just put the Rollie right back on my wrist This watch came from Drizzy, he gave me a gift Back when the rap game was prayin' I'd diss They act like two legends cannot coexist But I'd never beef with a nigga for nothin' If I smoke a rapper, it's gon' be legit  It won't be for clout, it won't be for fame It won't be 'cause my shit ain't sellin' the same It won't be to sell you my latest lil' sneakers ",30,17,-0.1695338677852712,1,43,3,-0.017699999999999994
